SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
1400,2,2,Suburb,1983,110133.37145632558
2037,2,2,Suburb,1967,230351.2719449812
2967,4,1,Suburb,1960,281452.36548507435
2488,2,2,Urban,1975,142294.5532070888
1706,2,3,Rural,1956,88336.07326947895
2256,3,1,Suburb,2020,211394.9317857008
1113,2,3,Suburb,1956,164197.0989200615
2679,2,2,Urban,2003,218813.84766540927
2222,4,2,Suburb,2018,239119.0410845281
2079,2,2,Suburb,1984,164745.65133987184
2893,4,2,Rural,2001,251507.007466496
2972,4,2,Suburb,1975,309959.3769374991
2332,4,3,Suburb,1967,299438.8384145549
1899,3,2,Suburb,1972,204067.7503251906
2569,2,2,Suburb,1993,298587.1494523465
2808,2,2,Urban,1955,347480.4340226748
2842,3,1,Urban,1986,229840.16094547077
1276,5,2,Rural,1985,260361.2883775924
1582,4,1,Rural,2011,180788.05719195944
1882,2,3,Urban,2020,281641.7982530068
1428,4,3,Rural,2011,130237.37300045363
2523,4,1,Urban,1968,258776.07248242132
1364,4,1,Suburb,2020,204748.55339010796
1098,5,2,Suburb,1968,225648.33580553625
2822,4,3,Urban,1979,302536.27856458386
1798,3,3,Urban,2006,196720.048454112
2339,2,2,Rural,1988,242940.56427337124
1716,2,3,Rural,1970,209329.54114022467
2310,3,3,Urban,1961,239601.68466410768
2650,4,2,Rural,2017,246779.4799782443
2348,4,3,Suburb,1983,173548.02309201047
1232,3,2,Urban,1970,282897.1357923158
2391,2,3,Suburb,1988,222449.47622960745
2770,3,2,Rural,1982,320310.2446224694
2364,5,2,Urban,1954,314691.2409661121
2526,5,2,Urban,1996,293349.3375333328
1288,4,2,Rural,1950,239699.20169703168
1407,2,1,Urban,2004,123548.30297028454
2689,4,1,Rural,1980,334360.3839983963
2946,5,2,Suburb,1981,355324.47857444914
1585,3,1,Urban,2014,130953.8817042062
1099,3,3,Suburb,1984,145540.39413720655
2298,5,3,Urban,2019,255530.96441782307
2251,2,2,Rural,1953,281705.9719573022
2331,3,1,Rural,1955,349466.14938662015
2394,3,2,Suburb,1957,246473.9279947309
2739,2,3,Urban,1950,318306.08848610026
2620,5,2,Suburb,1983,321197.4926010033
1696,4,2,Rural,1972,216664.34673776728
1413,2,1,Rural,1975,107385.60512939436
1554,2,1,Rural,1987,160612.65836724878
1693,5,3,Rural,2014,194106.29391717011
2138,3,2,Rural,1957,308293.7020459848
2617,3,2,Rural,2005,225848.55495797412
2353,3,1,Suburb,1954,210403.10523341972
1151,4,3,Suburb,1963,204219.96116368144
2201,3,2,Rural,2013,226947.22898594596
1605,2,3,Rural,1973,186155.8942597216
2487,4,3,Rural,1967,243787.90774664283
2654,5,3,Suburb,1999,297306.9439005805
1184,5,3,Rural,2012,212564.6552615763
1524,4,3,Rural,2014,176036.51706949706
2516,3,3,Rural,1991,321455.1213881092
2792,4,3,Urban,2005,315935.8993382245
1754,2,1,Suburb,1993,238336.47102256265
2733,3,2,Urban,1960,331646.17277782504
1208,5,2,Suburb,1971,253809.29298852457
2969,2,2,Suburb,1974,351577.19820996374
1934,3,1,Rural,2013,165301.27847843288
1663,3,1,Rural,1999,197263.4350818142
1044,3,2,Urban,2020,198805.69836088817
2681,2,1,Rural,1966,172558.9870065945
2359,3,2,Urban,2000,184374.17482546493
2468,5,2,Urban,1986,323091.97279381385
2132,4,3,Suburb,1981,195712.0364253565
2254,5,3,Suburb,1984,296994.8693071082
2025,4,3,Rural,2010,281182.77100352384
2250,3,3,Rural,1995,192579.91373221105
2695,5,1,Rural,2019,361069.4903167955
2971,4,2,Rural,2007,363692.770881952
2971,4,1,Suburb,1977,334390.0943144425
1110,2,3,Rural,1965,130808.22120966105
1385,5,3,Rural,2017,188608.48620608076
2525,4,3,Rural,2019,331183.8245290408
2107,4,2,Suburb,1964,268551.30953779805
2888,2,2,Urban,1953,468470.3780038055
2570,5,3,Suburb,1972,355213.44399980933
1534,4,2,Urban,1950,171617.86237586453
1936,2,2,Suburb,1991,224127.1424254895
2093,5,1,Urban,1986,294256.8035252015
2896,5,2,Rural,1952,266491.48654106713
1446,2,1,Rural,2020,212514.70784614404
1473,5,3,Urban,2020,244999.38100609745
1734,2,1,Suburb,1966,183597.8287172647
2265,4,1,Suburb,1960,207591.30302068577
1566,5,1,Urban,1966,239801.82393830505
2634,3,2,Rural,1988,292413.475653015
2098,2,1,Urban,1970,197617.7140245098
2097,4,3,Urban,1966,243118.592167091
2075,3,1,Urban,1983,284690.14866938733
2112,2,3,Suburb,1995,256971.09934783747
2978,2,1,Urban,1959,365531.9493351274
1053,2,3,Urban,1959,137676.69189684725
1211,4,2,Urban,1966,139247.49637979854
1310,4,3,Rural,2018,54318.83607057079
2233,4,3,Urban,1996,236007.470220804
2062,3,3,Suburb,1987,243768.9785026101
1445,3,3,Suburb,1996,200080.03752099816
1386,2,1,Urban,1958,161377.20873050886
1869,4,1,Urban,2014,262345.0523789832
1145,4,2,Rural,2019,225395.91576852932
2065,5,2,Suburb,1955,307688.5354351056
2235,5,3,Urban,1950,251283.6057253748
1031,3,1,Suburb,1980,168191.6195819857
1363,3,3,Urban,1997,98331.7400451031
1238,4,1,Rural,1982,73684.22909805542
1470,3,1,Urban,2000,282128.22336911585
1188,3,2,Suburb,1951,123818.13803527092
1150,3,3,Urban,2011,101998.4095208166
1988,5,2,Suburb,1978,145824.2716101978
2925,3,2,Urban,1978,341385.6116058348
2854,2,1,Urban,1990,249311.22739940768
2908,3,1,Urban,2003,266815.0078586558
2496,5,3,Urban,1970,348881.394062674
2094,2,3,Urban,2002,218484.05131274275
1144,4,1,Suburb,1954,270766.9533893826
2392,3,2,Rural,1986,362651.9907937552
1256,4,1,Rural,2013,102674.38819817638
1618,2,2,Suburb,1967,153778.40307945944
2821,2,2,Urban,1969,199908.2802635857
1111,3,3,Urban,1964,94104.39715349104
2307,4,1,Suburb,1985,332303.5316678209
1332,3,1,Suburb,1966,126823.9237954847
1423,3,3,Urban,1997,183343.9669305845
2849,2,2,Rural,1986,318095.8108802695
2363,4,3,Urban,1991,254479.2559878204
2024,5,3,Suburb,1982,293620.0386936883
2802,2,1,Suburb,1973,290291.4893831788
1212,3,3,Suburb,2006,170207.51900347957
1063,5,2,Urban,2005,169875.51222716353
2989,4,3,Urban,1960,352172.4996697757
1244,4,3,Suburb,2012,179966.57415647132
2281,2,1,Urban,2000,205400.41235095527
2463,3,2,Rural,1958,188482.8281131829
2666,2,2,Rural,2000,230662.39154463905
2257,5,1,Urban,1989,227195.93811637443
2775,2,1,Urban,1960,254376.717396836
2579,2,2,Suburb,1965,316339.6957147084
2036,2,3,Suburb,1963,265906.97587288124
2576,5,2,Urban,2001,239558.12107943767
1061,5,2,Rural,2009,165556.16883670687
1770,3,1,Urban,1996,130676.90637412012
2791,5,3,Suburb,2017,326709.1380060659
2777,2,1,Urban,1963,331596.8579050123
1342,2,3,Urban,1977,230122.3858287438
2399,2,2,Suburb,1980,213833.935365896
2782,5,3,Urban,1956,215737.3201669608
2876,4,3,Suburb,1994,357004.1370942145
2638,2,1,Rural,1961,274432.4431000954
2070,3,2,Urban,1973,231103.8821460892
1062,4,3,Rural,1967,139281.0831379034
1081,4,2,Rural,1989,191655.37612046776
2327,5,2,Rural,2014,314615.7897705093
1135,5,1,Urban,1997,121200.34422285973
2594,5,3,Rural,2009,325344.5163008595
1885,2,2,Urban,1993,87169.36975234709
2892,5,1,Suburb,1955,281019.8690241564
1614,4,2,Urban,1990,152356.91295067905
1896,3,3,Suburb,1972,165299.20873391736
1822,2,1,Rural,1998,250317.0277540885
1889,5,2,Rural,1985,229496.54224545087
1912,2,3,Urban,1966,133551.7158679195
2629,4,2,Urban,1963,285934.4597577104
1786,3,3,Urban,1966,246313.6156390534
2073,3,2,Rural,2014,221686.48633999305
2844,3,1,Urban,1954,349944.0892455001
1195,3,1,Suburb,1979,162529.60681631777
1805,2,1,Rural,1969,181790.4391447758
1853,3,3,Urban,1970,215593.5650949524
2581,2,3,Urban,1957,223133.84699664605
2963,5,1,Urban,2018,279019.57675442763
1035,3,1,Rural,2006,75731.49927737816
1566,5,2,Suburb,1977,220174.59030400607
2639,4,3,Suburb,1982,244548.77941927876
2881,4,1,Suburb,2006,278220.2045711615
2846,4,1,Urban,1982,318755.7311504285
1775,3,2,Urban,1962,220798.7451313128
2731,2,1,Rural,1953,310978.37398396863
1983,2,3,Urban,1964,150261.17793763528
1077,3,3,Rural,1976,44859.51228906216
1258,2,1,Suburb,2004,106129.93172045852
1402,2,1,Urban,1956,153994.32408275106
1672,3,2,Suburb,1957,180790.61075221468
1597,2,2,Suburb,1998,163399.83564448077
1294,4,1,Suburb,1954,225893.42801380425
2248,3,1,Urban,2008,291298.9415640405
1570,2,3,Urban,1991,191219.7182913703
2548,4,1,Rural,1977,247827.22007283143
2387,2,1,Suburb,2003,216608.0484977641
2526,4,3,Urban,1966,285030.75202140084
1815,5,3,Urban,1997,190616.7716606229
2445,2,3,Rural,1992,302449.3654737172
1867,5,3,Suburb,1969,218111.2150495753
2986,2,3,Rural,1952,374249.5593181858
1746,4,3,Suburb,2008,277891.0472485522
1128,3,1,Urban,1979,61993.3838089202
1999,4,2,Rural,1980,272494.16430774576
2405,5,3,Urban,1987,243437.4124958474
1729,4,1,Urban,1979,194682.32814307543
2869,5,3,Rural,1990,266018.6802790585
2363,3,2,Urban,1981,270724.24587922485
2333,3,2,Suburb,1988,239058.9201682956
1756,3,2,Urban,2016,244907.4815267017
2872,4,1,Rural,1986,332330.0037774976
1135,5,3,Urban,1984,73500.07367593009
2203,2,2,Urban,1979,308677.0449841225
2913,4,2,Rural,2016,276082.40547583555
1305,4,3,Suburb,1983,87884.19083456825
1455,2,3,Urban,1954,181519.55662257556
1521,5,3,Rural,2018,199809.37136776384
1579,5,2,Suburb,2001,153663.7673464661
2443,5,1,Suburb,1981,327161.58262920147
1623,2,2,Rural,1963,227215.21912098333
2242,2,1,Rural,1962,198569.3162075628
2978,3,3,Urban,2002,380823.0253388023
2990,5,1,Suburb,2016,377946.4056615464
2001,5,2,Suburb,2013,197635.9435553042
2010,2,1,Suburb,1966,158999.73856709822
2793,2,2,Suburb,1971,387532.5423182808
2724,4,3,Suburb,1960,343656.6444625908
1553,3,3,Urban,1982,233676.2602017275
1411,5,2,Suburb,1983,193942.91480342744
1905,5,1,Rural,1995,306987.6703602582
1660,4,1,Suburb,2000,142039.2245521621
2456,2,2,Rural,2017,235489.3410491611
2885,2,1,Urban,1962,332380.67207528686
2223,5,1,Suburb,1958,282890.91810771404
2756,4,2,Urban,1983,255540.57234611263
2897,3,3,Rural,2012,283367.8464742003
1366,3,1,Suburb,2005,162569.1521282309
2237,4,1,Suburb,1997,253802.97967701397
1968,5,1,Suburb,2005,233516.44555638923
1960,4,1,Urban,1982,207302.89301456625
1009,5,3,Urban,1968,151533.06110859715
2041,4,2,Urban,1980,221712.68417765317
2988,4,1,Urban,2007,292268.2555073904
1628,2,2,Urban,1980,186170.87982386583
1056,3,1,Suburb,1958,190647.26729148207
1432,5,3,Rural,1992,132100.34331906997
2502,3,2,Urban,1989,211052.6049860581
1660,4,2,Rural,1960,231883.05320588424
1297,4,3,Rural,2018,134511.65977442358
1821,2,2,Rural,1958,196202.5125743729
2317,5,3,Urban,1967,296761.0128692862
1185,5,2,Urban,2001,100248.62006441354
2494,3,3,Urban,2020,209470.2379386965
1900,2,3,Rural,2018,186935.7626529608
1812,2,2,Suburb,1952,228096.07597061072
2733,5,3,Suburb,1981,380648.2746251056
1561,4,3,Urban,1962,209585.47729375865
1122,4,2,Urban,1972,188945.48677123227
1672,5,3,Suburb,2018,194365.52173522496
1610,3,1,Suburb,1957,201406.4961944201
1560,3,2,Suburb,2012,186846.5726995881
2968,3,1,Urban,1967,248602.4993313428
2925,3,2,Urban,1971,279811.9754618025
2450,3,3,Rural,2019,199752.81829339475
1916,4,3,Urban,1984,151827.77224050468
1508,4,1,Suburb,1950,171325.88670470993
2575,5,3,Urban,1964,201160.192662196
2442,5,2,Suburb,1994,279336.7813251784
1026,5,3,Urban,2000,137457.59497731616
1810,2,3,Suburb,1953,170103.73107081887
1567,3,3,Suburb,1964,164810.8795326109
2746,5,1,Urban,2004,311406.33950927464
1134,3,3,Rural,1956,163334.65460332483
2360,3,2,Urban,1992,321742.8838550832
1238,4,2,Suburb,1979,116284.56059871727
2588,5,2,Suburb,1985,307993.0545100456
2570,2,1,Rural,1974,281285.05593983165
2878,5,2,Rural,2018,347399.7936246345
1306,4,2,Urban,2004,204428.9088401084
2921,3,1,Suburb,1988,227982.53134482692
2274,5,2,Suburb,1973,361524.1330072009
1651,4,3,Suburb,2019,338118.77953662444
2543,4,2,Suburb,2001,285536.59222902387
1176,4,3,Rural,1952,146246.97398520622
1569,4,3,Urban,1980,312553.05640000355
1817,5,1,Rural,1962,193181.92393244483
2883,2,3,Urban,2021,274065.47675880126
2498,5,2,Urban,2004,328340.9621873803
1728,5,1,Rural,2005,292976.48490333726
1667,4,1,Urban,1970,186546.84760839076
1478,4,1,Suburb,2003,217167.9174339374
2204,2,1,Rural,1984,188201.8213624788
1997,5,1,Rural,1981,239355.2190366957
1146,4,3,Suburb,2000,64728.73326735402
1017,5,2,Suburb,1996,226939.77871881385
2138,5,3,Rural,1982,256933.7614979564
2726,5,2,Rural,1984,355031.49429158296
2355,2,2,Suburb,1950,286964.4106234148
2625,4,2,Urban,1963,258377.8597693039
2301,5,2,Urban,1954,233450.09857496028
1605,3,3,Urban,1964,133759.4809940637
2887,4,2,Suburb,2004,348206.96143031993
2343,4,3,Rural,2004,171330.51934510586
2561,2,1,Rural,1950,209564.97006705555
1642,4,1,Suburb,1971,153228.28108391527
2051,3,2,Urban,1966,278406.8920724301
2283,4,1,Rural,1962,291357.08656300226
2044,2,3,Rural,1967,176824.11573039956
1842,3,2,Rural,1987,258205.6785165188
1765,5,2,Suburb,2011,194599.64852443835
2991,3,1,Urban,1982,424314.06353728607
1434,2,2,Suburb,1952,215842.7669595965
1799,3,2,Urban,1978,182070.6023051406
1328,4,2,Urban,1980,156305.6586101629
2849,4,3,Suburb,2020,262884.8794939361
2504,3,2,Urban,2017,250927.64164111172
2269,3,3,Rural,1993,284636.2013850978
2192,4,1,Urban,1974,236560.5729686606
1476,2,2,Rural,1978,196756.99969047363
1848,3,1,Suburb,2018,233019.30143688325
1397,3,3,Suburb,1977,154224.85545384552
2159,2,1,Urban,1969,181733.96763031185
2056,3,1,Urban,1983,279631.7020277872
2654,2,1,Rural,2017,234480.1287348615
1242,3,3,Urban,1986,202049.4571810929
1380,5,1,Suburb,2012,144486.02357548743
1304,5,3,Suburb,1973,168147.67804415344
2957,3,2,Suburb,1959,333303.8403131372
1861,5,1,Urban,2003,233695.4762393756
2204,2,3,Suburb,1955,221797.8302435112
1697,3,2,Urban,2005,115061.8697640103
2961,3,1,Suburb,2013,361615.02995330014
1229,3,1,Rural,1960,154554.58225566105
1358,4,3,Suburb,1950,125967.95107770596
2472,5,3,Rural,1992,249710.3606835137
1707,5,1,Suburb,1984,158653.67378333214
2412,5,2,Suburb,2007,260527.3808862515
2805,5,1,Rural,1983,361313.57452148455
2919,2,2,Rural,1999,263097.1102192021
2646,5,3,Suburb,1981,272346.1656102
1136,4,2,Urban,2018,166989.49977363332
1746,3,2,Urban,1958,174574.9427189857
1120,3,1,Suburb,2008,165662.7440604249
2801,2,2,Urban,2001,296463.55195065984
2016,2,3,Rural,1957,180140.17609818163
2516,4,2,Suburb,1953,314468.4586067929
1999,4,1,Suburb,2021,276055.39212144306
1946,5,3,Suburb,2006,318372.3227237773
2918,3,2,Urban,1972,345649.21666897985
2894,3,2,Suburb,1973,317688.64466066274
1371,2,1,Urban,1956,156116.1587758965
1111,4,1,Rural,1984,54211.04833559829
1012,2,1,Rural,1991,144156.88395918207
2896,3,1,Urban,1957,260690.9151449888
1178,5,1,Urban,1963,158538.83598283972
2009,3,3,Urban,2013,285949.7381396301
1097,3,1,Urban,1952,171366.2200633287
2215,3,1,Urban,1982,167065.79789801754
2350,4,2,Rural,1998,255908.72451206963
1643,3,1,Suburb,1995,213078.5138738614
2424,2,1,Rural,1957,215749.64171642825
2417,3,3,Suburb,2002,249658.9276162042
1191,3,3,Urban,1957,175744.7410462565
1972,3,1,Rural,1954,243613.4813273917
2208,2,1,Urban,1960,281604.28696446255
1579,2,3,Urban,1996,235859.27762330428
1874,3,3,Urban,2006,283214.1598283524
2834,5,2,Rural,2009,328916.4556670815
1094,4,2,Rural,2011,198666.6613698284
1952,2,2,Suburb,2018,135204.40350541798
1174,2,3,Rural,2021,152850.92410504556
2811,4,3,Rural,2012,284051.5015766079
1466,2,2,Urban,1963,196015.89025210615
1603,3,1,Suburb,1979,225236.29142598368
1899,3,2,Rural,2012,142321.34420853862
2996,3,1,Urban,1996,409240.3991195917
2974,5,3,Urban,1957,331276.9701989591
1118,4,1,Urban,1986,118267.49173948664
1340,4,3,Suburb,1982,191081.66740465385
1005,5,1,Rural,1967,180080.64671721973
1478,2,2,Urban,1998,169746.61108658576
2751,5,2,Rural,1975,336905.9810534899
2099,3,3,Urban,2010,125993.0726556148
2573,5,1,Rural,1980,297363.62804745045
2132,4,3,Urban,1966,120859.16975882465
2198,2,2,Suburb,1993,174826.5377560094
1454,2,3,Suburb,1984,145113.33703376897
1123,2,2,Rural,2016,206281.97165524287
2016,3,2,Urban,1992,227553.04602450976
1234,5,1,Rural,1989,175498.31943951783
1937,3,2,Urban,1960,217996.3131172925
2743,3,1,Rural,1960,374797.05474974005
2968,5,1,Urban,1999,248064.7398729883
1463,2,1,Suburb,1976,189975.40224598703
1340,4,2,Suburb,2013,165860.16426306718
2016,4,3,Suburb,1965,274266.699329752
2743,2,3,Urban,1997,286985.6896948688
1546,4,1,Rural,2011,129506.376072728
2659,4,3,Rural,1973,293191.64442404103
1943,5,1,Suburb,2016,267728.94398797007
1136,3,2,Rural,1992,128123.6920293898
1184,2,2,Rural,2014,136165.72516069806
2963,4,1,Rural,2000,366233.5652954583
2290,3,3,Urban,2010,274105.7784755076
1083,4,1,Suburb,1984,173293.52747893735
1782,5,2,Urban,2003,299249.12337081286
1379,5,1,Urban,1964,263059.5667957512
1786,3,1,Rural,1957,214302.6669200237
2877,4,3,Suburb,1958,308961.1789883249
2648,2,3,Suburb,2017,282369.7706876669
1564,2,2,Urban,2019,169129.20144862312
1819,5,1,Suburb,1962,192110.86371586545
1949,3,2,Rural,1978,274307.79188758566
2003,2,3,Urban,1971,199303.75124842345
1706,4,2,Rural,1955,230524.0485031603
1952,3,2,Urban,1982,179766.0792974011
2066,4,3,Suburb,2011,259597.85198125144
1737,3,1,Urban,1967,191106.57563330012
2824,3,3,Urban,1969,324415.4453502094
2382,4,1,Rural,1969,250075.4463449262
1735,2,2,Rural,2013,103760.08689045969
1422,3,3,Urban,2006,100593.1464828895
1655,5,1,Suburb,1979,228706.1060196797
2189,4,3,Urban,2004,277765.85498754523
1957,2,1,Suburb,1969,143040.26474904767
2864,4,3,Rural,1977,247849.97557910933
1596,4,3,Suburb,1974,184449.7086352252
2882,2,3,Urban,1984,245908.3745527492
1890,3,3,Suburb,1985,181055.4710261104
1079,4,1,Suburb,1957,166452.90040654677
2606,2,1,Suburb,1998,338044.79101111635
2918,3,3,Suburb,2013,353509.9465575023
1049,3,3,Rural,1951,177999.92365332798
2387,2,1,Suburb,1989,232319.87760582924
2913,3,3,Suburb,1980,303423.91385017027
2777,5,3,Suburb,1971,399384.9737224335
2951,3,3,Rural,2010,275988.4547188014
2982,4,1,Rural,1992,361738.409058159
1933,4,2,Rural,1955,202045.8621108794
2222,4,2,Suburb,2018,255906.70868753263
1947,4,3,Rural,2012,311350.5421994647
2490,3,2,Urban,2018,326654.129120014
2969,5,1,Rural,1985,279284.02430297027
2319,5,3,Suburb,2001,365341.8285613511
2535,2,2,Rural,2004,288060.20648460934
2245,5,1,Urban,2000,275296.74648229487
2041,4,1,Suburb,2000,154443.0832232638
1524,3,1,Suburb,1981,132091.57329098982
2304,4,2,Urban,1968,318464.1308835412
2363,3,3,Rural,1963,240602.75180411665
2001,3,1,Rural,2021,162474.0602472408
1459,5,2,Urban,2002,158858.89619419936
2445,4,1,Urban,1968,387307.7666399088
2444,4,1,Rural,1970,308753.9809683101
2401,3,2,Rural,1984,221099.73732183108
1399,3,3,Rural,1987,213210.0434161304
2092,2,1,Rural,1984,105394.84193497516
1057,3,3,Urban,1972,23521.625159097646
1731,4,3,Rural,1978,285012.87341135
2993,5,2,Suburb,1991,272859.13348706014
2467,4,3,Suburb,1990,309923.2430562249
2520,2,2,Suburb,1956,149358.7743989993
1015,5,2,Suburb,1997,171050.5660607153
2646,2,1,Rural,2004,367127.2593686804
2814,3,2,Suburb,2002,229442.74892405843
1231,2,3,Urban,1950,209188.47993190272
1540,3,3,Rural,1966,75963.02173299523
1048,5,2,Urban,1967,230726.07617545343
1242,5,3,Urban,1974,267941.4554437437
2249,2,3,Suburb,2003,164411.08771659355
1605,3,3,Rural,2005,222875.60206078537
2199,2,3,Urban,1969,192154.86909300627
1807,3,2,Suburb,1981,195996.62225090107
1738,3,2,Rural,1996,198906.10397706457
1113,3,1,Suburb,2015,76072.5931658136
1776,3,2,Rural,2010,194363.6154623
1133,3,1,Urban,1954,133720.43909034852
2573,4,1,Urban,1985,336301.4317356277
2739,5,3,Urban,2010,297080.5194485914
2172,2,1,Suburb,1986,199310.6359688554
2675,2,2,Urban,1973,309564.72260721173
2999,4,3,Urban,1955,349488.1287809162
1375,5,2,Urban,1966,259172.97232149093
1222,5,2,Urban,1979,144409.39797777336
1122,2,1,Urban,1958,66589.8031801522
2297,5,2,Rural,1991,299352.1496780007
1289,3,3,Suburb,1970,105359.3164547259
1196,4,3,Suburb,1982,96703.00952398696
2669,2,2,Rural,1955,262666.25727912347
1761,3,3,Urban,2014,149073.17060787117
2390,4,2,Suburb,1978,262345.154006257
2022,2,1,Rural,2010,267934.90675667854
2623,5,3,Suburb,1986,306408.5820918684
2974,4,3,Rural,1967,377416.5332675213
2514,5,2,Rural,1996,210799.59985609775
1643,4,1,Urban,1976,250958.4644709226
1825,5,1,Suburb,1966,174050.59645259156
2945,3,1,Rural,1983,272553.0410251459
2253,5,2,Rural,1958,304865.1161990594
2163,2,2,Rural,1984,187463.61247890015
2720,2,1,Suburb,2021,240410.56011059452
2466,3,1,Urban,1982,173271.23482898343
2154,2,1,Urban,1993,173509.37646714647
1339,3,1,Suburb,1977,146945.52402914182
1185,3,1,Suburb,1987,127679.14983412412
2143,3,1,Urban,1999,225156.46825205715
1197,2,2,Suburb,1954,66067.4794954589
2033,4,1,Rural,2010,148368.37721781663
2465,3,3,Suburb,1978,216608.06269330668
1475,2,2,Rural,1959,186328.3482252177
1764,4,3,Suburb,2017,222809.08793665635
2310,4,2,Urban,1964,241009.39764753607
1063,4,2,Urban,1954,101384.96328345782
1164,5,3,Suburb,1955,102119.06027001944
1820,2,1,Urban,1968,301396.4392937751
1550,5,1,Urban,2003,182948.6219507096
1633,5,1,Suburb,1968,254067.3564336968
1878,3,3,Rural,1996,153132.15261740427
1184,5,1,Rural,2003,113140.2462953339
1967,3,1,Suburb,1951,262332.4238817804
1729,5,3,Suburb,1968,200815.75486658065
1463,2,3,Rural,1963,163236.23682474025
2418,5,2,Suburb,1964,317389.508163011
1084,4,2,Rural,1956,198607.0195006329
1976,5,1,Urban,2020,297797.7085078437
2881,2,2,Rural,2004,409419.03458995005
1860,3,2,Urban,2013,199377.19834542743
1642,4,1,Rural,1997,154462.7557461388
1838,5,2,Suburb,1986,173343.50127026968
2687,4,2,Rural,2000,249608.83815779744
1049,4,1,Suburb,1982,108524.29413756428
2354,2,1,Urban,2014,299153.4674318888
